FROM_CODE,FROM_DISPLAY_NM,TO_UNIQUE_ID,TO_SUBJECT_AREA,TO_CODE,TO_DISPLAY_NM,CODE_TRANSLATION_REQUIRED,NBS_CODE_SYSTEM_CD,NBS_CODE_SYSTEM_DESC_TXT,FROM_CODE_SYSTEM_CD,FROM_CODE_SYSTEM_DESC_TXT
M2,CONGENITAL MOTHER F/UP,NBS270,CASE,M2,M2 - Congenital Mother Followup,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
N,Normal,NBS055,CASE,MEDIUM,Medium,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
77,MILITARY,ORD127,ORGANIZATION,MIL,Military,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
77,MILITARY,NPP003,PROVIDER,MIL,Military,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
MIN,min,INV2002,PATIENT,min,min,No,2.16.840.1.113883.6.8,UCUM - Unified Code for Units of Measure,STDMIS52,STD*MIS v.5.2
MIN,min,INV144,MORBIDITY_REPORT,min,min,No,2.16.840.1.113883.6.8,UCUM - Unified Code for Units of Measure,STDMIS52,STD*MIS v.5.2
MIN,min,INV144,CASE,min,min,No,2.16.840.1.113883.6.8,UCUM - Unified Code for Units of Measure,STDMIS52,STD*MIS v.5.2
MODAFINIL,modafinil,NBS138,CASE,modafinil,modafinil,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
3,MTF,NBS274,PATIENT,MTF,MTF,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
N,No,INV179,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,No,STD102,CASE,N,N - No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,No,NBS137,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,No,INV361,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,No,NBS125,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,No,NBS126,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,No,NBS127,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
L,LIVING,INV145,CASE,N,No,Yes,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,HOMELESS,NBS202,CASE,N,N - Homeless,No,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
N,NO,NBS209,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,INV178,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS216,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS218,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS220,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS221,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS254,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS264,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS260,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS265,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS266,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS267,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS255,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS256,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,STD117,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,STD119,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS223,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS225,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS227,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS242,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS290,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,STD107,CASE,N,N - No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,STD108,CASE,N,N - No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS230,CASE,N,N - No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,STD109,CASE,N,N - No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS231,CASE,N,N - No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,STD110,CASE,N,N - No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,STD111,CASE,N,N - No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,STD112,CASE,N,N - No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,STD113,CASE,N,N - No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,STD114,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS232,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,STD118,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS296,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS292,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS294,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS291,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS295,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS299,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS293,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS297,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS142,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS168,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS253,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS214,PATIENT,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
L,LIVING,DEM127,PATIENT,N,No,Yes,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
3,No,STD102,CASE,N,N - No,Yes,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,PROVIDER NON-RESPONSIVE,NBS148,CASE,N,N - Provider Non-Responsive,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
N,NOT INFECTED,INV163,CASE,N,Not a Case,No,2.16.840.1.114222.4.5.274,PHIN VS (CDC Local Coding System),STDMIS52,STD*MIS v.5.2
N,NO CLUSTER IX DONE,NBS192,CASE,N,N - No Cluster Interview Done,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
N,NO,NBS129,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS131,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS133,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS244,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
0610000197,LYMPHADENOPATHY,INV272,CASE,N,Lymphadenopathy,Yes,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52-NE-NE,STD*MIS v.5.2 - REF
N,SHOPPING MALL,PLA103,PLACE,N,Shopping Mall,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
N,No,NBS127,CONTACT_RECORD,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,No,NBS126,CONTACT_RECORD,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,No,NBS125,CONTACT_RECORD,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NEGATIVE,LAB121,LAB_REPORT,N,NEGATIVE,NO,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
N,Minutes,INV2002,PATIENT,N,Minutes,No,2.16.840.1.113883.6.8,UCUM - Unified Code for Units of Measure,STDMIS52,STD*MIS v.5.2
N,No,INV179,MORBIDITY_REPORT,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,No,INV178,MORBIDITY_REPORT,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,Minutes,INV144,MORBIDITY_REPORT,N,Minutes,No,2.16.840.1.113883.6.8,UCUM - Unified Code for Units of Measure,STDMIS52,STD*MIS v.5.2
N,Minutes,INV144,CASE,N,Minutes,No,2.16.840.1.113883.6.8,UCUM - Unified Code for Units of Measure,STDMIS52,STD*MIS v.5.2
N,No,NBS137,MORBIDITY_REPORT,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,No,INV361,MORBIDITY_REPORT,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
3,No,STD102,MORBIDITY_REPORT,N,N - No,Yes,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,STD107,MORBIDITY_REPORT,N,N - No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,STD108,MORBIDITY_REPORT,N,N - No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS230,MORBIDITY_REPORT,N,N - No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,STD109,MORBIDITY_REPORT,N,N - No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS231,MORBIDITY_REPORT,N,N - No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,STD110,MORBIDITY_REPORT,N,N - No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,STD111,MORBIDITY_REPORT,N,N - No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,STD112,MORBIDITY_REPORT,N,N - No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,STD113,MORBIDITY_REPORT,N,N - No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS232,MORBIDITY_REPORT,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,STD114,MORBIDITY_REPORT,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,STD118,MORBIDITY_REPORT,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS296,MORBIDITY_REPORT,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS292,MORBIDITY_REPORT,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS294,MORBIDITY_REPORT,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS291,MORBIDITY_REPORT,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS295,MORBIDITY_REPORT,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS299,MORBIDITY_REPORT,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS293,MORBIDITY_REPORT,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS297,MORBIDITY_REPORT,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS264,MORBIDITY_REPORT,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,No,NBS278,MORBIDITY_REPORT,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS262,CASE,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
N,NO,NBS262,MORBIDITY_REPORT,N,No,No,2.16.840.1.113883.12.136,Yes/No Indicator (HL7),STDMIS52,STD*MIS v.5.2
D,NOT ASKED,NBS254,CASE,NASK,Did not ask,Yes,2.16.840.1.113883.5.1008,Null  Flavor (HL7),STDMIS52,STD*MIS v.5.2
D,NOT ASKED,NBS262,CASE,NASK,Did not ask,Yes,2.16.840.1.113883.5.1008,Null  Flavor (HL7),STDMIS52,STD*MIS v.5.2
D,NOT ASKED,NBS262,MORBIDITY_REPORT,NASK,Did not ask,Yes,2.16.840.1.113883.5.1008,Null  Flavor (HL7),STDMIS52,STD*MIS v.5.2
0610000331,NEIGHBOR,CON103,CONTACT_RECORD,NGHBOR,Neighbor,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE-NE,STD*MIS v.5.2 - REF
NIFEDIPINE,nifedipine,NBS138,CASE,nifedipine,nifedipine,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
0610000212,NASO-PHARY,LAB165,LAB_REPORT,NOS,Nose (nasal passage),Yes,2.16.840.1.113883,Health Level Seven,STDMIS52-NE,STD*MIS v.5.2 - REF
4,Not program priority,NBS140,CASE,NPP,Not Program Priority,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
4,Not program priority,NBS151,CASE,NPP,Not Program Priority,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
4,Not program priority,NBS115,CASE,NPP,Not Program Priority,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
4,Not program priority,CON145,CONTACT_RECORD,NPP,Not Program Priority,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
NURSE,Intake Nurse,IXS103,INTERVIEW,NURSE,Intake Nurse,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
O,OTHER,NBS202,CASE,O,O - Other,No,2.16.840.1.113883.5.1008,Null  Flavor (HL7),STDMIS52,STD*MIS v.5.2
O,OTHER,NBS211,CASE,O,O - Other,No,2.16.840.1.113883.5.1008,Null  Flavor (HL7),STDMIS52,STD*MIS v.5.2
O,"YES, ORAL ONLY",STD107,CASE,O,"O - Yes, Oral Only",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
O,"YES, ORAL ONLY",STD108,CASE,O,"O - Yes, Oral Only",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
O,"YES, ORAL ONLY",NBS230,CASE,O,"O - Yes, Oral Only",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
O,"YES, ORAL ONLY",STD109,CASE,O,"O - Yes, Oral Only",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
O,"YES, ORAL ONLY",NBS231,CASE,O,"O - Yes, Oral Only",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
O,"YES, ORAL ONLY",STD110,CASE,O,"O - Yes, Oral Only",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
O,"YES, ORAL ONLY",STD111,CASE,O,"O - Yes, Oral Only",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
O,"YES, ORAL ONLY",STD112,CASE,O,"O - Yes, Oral Only",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
O,"YES, ORAL ONLY",STD113,CASE,O,"O - Yes, Oral Only",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
OTHER,OTHER,IXS106,INTERVIEW,O,Other,Yes,2.16.840.1.113883.5.1008,Null  Flavor (HL7),STDMIS52,STD*MIS v.5.2
O,OTHER,NBS192,CASE,O,O - Other,No,2.16.840.1.113883.5.1008,Null  Flavor (HL7),STDMIS52,STD*MIS v.5.2
O,OPEN,INV109,CASE,O,Open,No,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
0610000231,OTHER,INV272,CASE,O,Other,Yes,2.16.840.1.113883.5.1008,Null  Flavor (HL7),STDMIS52-NE-NE,STD*MIS v.5.2 - REF
O,OTHER,PLA103,PLACE,O,Other,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
O,OTHER,LAB121,LAB_REPORT,O,OTHER,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
O,"YES, ORAL ONLY",STD107,MORBIDITY_REPORT,O,"O - Yes, Oral Only",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
O,"YES, ORAL ONLY",STD108,MORBIDITY_REPORT,O,"O - Yes, Oral Only",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
O,"YES, ORAL ONLY",NBS230,MORBIDITY_REPORT,O,"O - Yes, Oral Only",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
O,"YES, ORAL ONLY",STD109,MORBIDITY_REPORT,O,"O - Yes, Oral Only",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
O,"YES, ORAL ONLY",NBS231,MORBIDITY_REPORT,O,"O - Yes, Oral Only",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
O,"YES, ORAL ONLY",STD110,MORBIDITY_REPORT,O,"O - Yes, Oral Only",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
O,"YES, ORAL ONLY",STD111,MORBIDITY_REPORT,O,"O - Yes, Oral Only",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
O,"YES, ORAL ONLY",STD112,MORBIDITY_REPORT,O,"O - Yes, Oral Only",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
O,"YES, ORAL ONLY",STD113,MORBIDITY_REPORT,O,"O - Yes, Oral Only",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
05,PRENATAL/OBSTETRICS,ORD127,ORGANIZATION,OB,Obstetrics clinic,Yes,2.16.840.1.113883,Health Level Seven,STDMIS52,STD*MIS v.5.2
05,PRENATAL/OBSTETRICS,NPP003,PROVIDER,OB,Obstetrics clinic,Yes,2.16.840.1.113883,Health Level Seven,STDMIS52,STD*MIS v.5.2
C,Acquired outside USA,INV152,CASE,OOC,Out of country,Yes,2.16.840.1.113883.6.86,UMLS,STDMIS52,STD*MIS v.5.2
S,"Acquired in USA, outside of reporting state",INV152,CASE,OOJ,"Out of jurisdiction, from another jurisdiction",Yes,2.16.840.1.114222.4.5.274,PHIN VS (CDC Local Coding System),STDMIS52,STD*MIS v.5.2
5,Send OOJ,NBS140,CASE,OOJ,Send OOJ,Yes,2.16.840.1.114222.4.5.274,PHIN VS (CDC Local Coding System),STDMIS52,STD*MIS v.5.2
5,Send OOJ,NBS115,CASE,OOJ,Send OOJ,Yes,2.16.840.1.114222.4.5.274,PHIN VS (CDC Local Coding System),STDMIS52,STD*MIS v.5.2
J,Acquired in another jurisdiction w/in state,INV152,CASE,OOS,Out of state,Yes,2.16.840.1.114222.4.5.274,PHIN VS (CDC Local Coding System),STDMIS52,STD*MIS v.5.2
0610000215,OTHER,LAB165,LAB_REPORT,ORH,Other,Yes,2.16.840.1.113883,Health Level Seven,STDMIS52-NE,STD*MIS v.5.2 - REF
0610001266,N/A,LAB165,LAB_REPORT,ORH,Other,Yes,2.16.840.1.113883,Health Level Seven,STDMIS52-NE,STD*MIS v.5.2 - REF
ORMO,ORMO,DEM142,PATIENT,ORM,Oromo,Yes,ISO 639-2,International Organization for Standardization,STDMIS52,STD*MIS v.5.2
9,Other,NBS140,CASE,OTH,Other,Yes,2.16.840.1.113883.5.1008,Null  Flavor (HL7),STDMIS52,STD*MIS v.5.2
9,Other,NBS115,CASE,OTH,Other,Yes,2.16.840.1.113883.5.1008,Null  Flavor (HL7),STDMIS52,STD*MIS v.5.2
07,OTHER CLINIC,ORD127,ORGANIZATION,OTH,Other,Yes,2.16.840.1.113883.5.1008,Null  Flavor (HL7),STDMIS52,STD*MIS v.5.2
88,OTHER PROVIDER,ORD127,ORGANIZATION,OTH,Other,Yes,2.16.840.1.113883.5.1008,Null  Flavor (HL7),STDMIS52,STD*MIS v.5.2
07,OTHER CLINIC,NPP003,PROVIDER,OTH,Other,Yes,2.16.840.1.113883.5.1008,Null  Flavor (HL7),STDMIS52,STD*MIS v.5.2
88,OTHER PROVIDER,NPP003,PROVIDER,OTH,Other,Yes,2.16.840.1.113883.5.1008,Null  Flavor (HL7),STDMIS52,STD*MIS v.5.2
OTH,Other,CON103,CONTACT_RECORD,OTH,Other,Yes,2.16.840.1.113883.5.1008,Null  Flavor (HL7),STDMIS52-NE-NE,STD*MIS v.5.2 - REF
9,Other,CON145,CONTACT_RECORD,OTH,Other,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
OTHPAT,named back from a non-infected partner,CON141,CONTACT_RECORD,OTHPAT,Other infected patient,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
OWNER,Owner,CON103,CONTACT_RECORD,OWNER,Owner,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE-NE,STD*MIS v.5.2 - REF
P,"Yes, Probable",STD102,CASE,P,"P - Yes, Probable",No,2.16.840.1.114222.4.5.274,PHIN VS (CDC Local Coding System),STDMIS52,STD*MIS v.5.2
P,PRISON,NBS202,CASE,P,P - Prison,No,2.16.840.1.114222.4.5.274,PHIN VS (CDC Local Coding System),STDMIS52,STD*MIS v.5.2
P,PRISON,NBS211,CASE,P,P - Prison,No,2.16.840.1.114222.4.5.274,PHIN VS (CDC Local Coding System),STDMIS52,STD*MIS v.5.2
2,"Yes, Probable",STD102,CASE,P,"P - Yes, Probable",Yes,2.16.840.1.114222.4.5.274,PHIN VS (CDC Local Coding System),STDMIS52,STD*MIS v.5.2
P,PRENATAL,NBS165,CASE,P,Prenatal,No,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
P,PROBABLE,INV163,CASE,P,Probable,No,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
P,PHYSICIAN REFUSAL,NBS192,CASE,P,P - Physical Refusal,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
P,PATIENT,NBS246,CASE,P,Patient,No,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
P,PRENATAL,NBS149,CASE,P,Prenatal,No,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
0610000185,BALANITIS,INV272,CASE,P,Balanitis,Yes,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52-NE-NE,STD*MIS v.5.2 - REF
P,PROJECT/SHELTER,PLA103,PLACE,P,Project/Shelter,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
P,Surveillance follow-up,CON145,CONTACT_RECORD,P,Surveillance follow-up,YES,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
